symbol,date,threshold,PPO,SAC,TD3,LST,LS10,LSR,LCl,weights,section
ELET5,2025-11-07,20 (34),0.60(-0.99),0.79(-0.89),1.00(-1.10),0.0056(-0.0057),0.0048(-0.0051),-4.9657(  3.9657),-0.35( -0.42),"[0, 25, 0, 0, 34, 20, 20]",Brazilian Energy
ELET6,2025-11-26,0 (38),-0.71(-0.11),0.99(-1.98),1.00(-2.00),0.0076(-0.0154),-0.0033(-0.0085),3.6131( -7.6131),-0.00( -0.94),"[38, 0, 0, 0, 35, 0, 27]",All Stocks
ELET6,2025-11-26,0 (38),-0.71(-0.11),0.99(-1.98),1.00(-2.00),0.0076(-0.0154),-0.0033(-0.0085),3.6131( -7.6131),-0.00( -0.94),"[38, 0, 0, 0, 35, 0, 27]",Energy
ELET6,2025-11-26,0 (38),-0.71(-0.11),0.99(-1.98),1.00(-2.00),0.0076(-0.0154),-0.0033(-0.0085),3.6131( -7.6131),-0.00( -0.94),"[38, 0, 0, 0, 35, 0, 27]",Brazilian Energy
ELP,2025-12-24,0 (100),0.32(-0.42),0.93(-1.03),-0.77(-0.18),0.0068(-0.0069),0.0065(-0.0066),-5.5512( -0.7488),-0.95( -0.04),"[0, 0, 0, 0, 0, 100, 0]",All Stocks
ELP,2025-12-24,0 (100),0.32(-0.42),0.93(-1.03),-0.77(-0.18),0.0068(-0.0069),0.0065(-0.0066),-5.5512( -0.7488),-0.95( -0.04),"[0, 0, 0, 0, 0, 100, 0]",ADRs
ELP,2025-12-24,0 (100),0.32(-0.42),0.93(-1.03),-0.77(-0.18),0.0068(-0.0069),0.0065(-0.0066),-5.5512( -0.7488),-0.95( -0.04),"[0, 0, 0, 0, 0, 100, 0]",Energy
ENEV3,2026-07-09,18 (39),0.74(-0.84),-0.88( 0.01),-0.98(-0.02),0.0030(-0.0033),0.0014(-0.0062),-0.4921( -5.1079),-0.29( -0.13),"[25, 18, 37, 0, 0, 20, 0]",All Stocks
ENEV3,2026-07-09,18 (39),0.74(-0.84),-0.88( 0.01),-0.98(-0.02),0.0030(-0.0033),0.0014(-0.0062),-0.4921( -5.1079),-0.29( -0.13),"[25, 18, 37, 0, 0, 20, 0]",Energy
ENEV3,2026-07-09,18 (39),0.74(-0.84),-0.88( 0.01),-0.98(-0.02),0.0030(-0.0033),0.0014(-0.0062),-0.4921( -5.1079),-0.29( -0.13),"[25, 18, 37, 0, 0, 20, 0]",Brazilian Energy
EQTL3,2026-07-09,0 (85),0.26(-0.36),1.00(-1.10),-1.00( 0.90),0.0055(-0.0061),0.0097(-0.0143),-1.8222( -1.9778),-0.17( -0.79),"[0, 0, 0, 85, 4, 3, 8]",All Stocks
EQTL3,2026-07-09,0 (85),0.26(-0.36),1.00(-1.10),-1.00( 0.90),0.0055(-0.0061),0.0097(-0.0143),-1.8222( -1.9778),-0.17( -0.79),"[0, 0, 0, 85, 4, 3, 8]",Energy
EQTL3,2026-07-09,0 (85),0.26(-0.36),1.00(-1.10),-1.00( 0.90),0.0055(-0.0061),0.0097(-0.0143),-1.8222( -1.9778),-0.17( -0.79),"[0, 0, 0, 85, 4, 3, 8]",Brazilian Energy
EWZ,2026-07-09,0 (88),0.58(-0.68),-0.75(-0.22),-0.05(-0.05),0.0031(-0.0032),0.0018(-0.0052),3.4527( -8.9527),-0.27( -0.04),"[0, 2, 1, 4, 84, 5, 4]",All Stocks
EWZ,2026-07-09,0 (88),0.58(-0.68),-0.75(-0.22),-0.05(-0.05),0.0031(-0.0032),0.0018(-0.0052),3.4527( -8.9527),-0.27( -0.04),"[0, 2, 1, 4, 84, 5, 4]",Indexes
EWZ,2026-07-09,0 (88),0.58(-0.68),-0.75(-0.22),-0.05(-0.05),0.0031(-0.0032),0.0018(-0.0052),3.4527( -8.9527),-0.27( -0.04),"[0, 2, 1, 4, 84, 5, 4]",Brazilian Indexes
FBZ,2026-07-09,17 (34),-0.32( 0.01),0.29(-1.26),0.19(-0.98),-0.0022(-0.0001),-0.0014(-0.0020),-2.9647(  0.7647),-0.32(  0.02),"[10, 25, 2, 21, 34, 4, 3]",All Stocks
FBZ,2026-07-09,17 (34),-0.32( 0.01),0.29(-1.26),0.19(-0.98),-0.0022(-0.0001),-0.0014(-0.0020),-2.9647(  0.7647),-0.32(  0.02),"[10, 25, 2, 21, 34, 4, 3]",Indexes
FBZ,2026-07-09,17 (34),-0.32( 0.01),0.29(-1.26),0.19(-0.98),-0.0022(-0.0001),-0.0014(-0.0020),-2.9647(  0.7647),-0.32(  0.02),"[10, 25, 2, 21, 34, 4, 3]",Brazilian Indexes
FLBR,2026-07-09,8 (25),-1.00( 0.27),-0.60(-0.38),-1.00( 0.90),0.0014(-0.0019),0.0070(-0.0092),1.0888( -4.0888),-0.02( -0.76),"[6, 21, 2, 17, 15, 16, 23]",All Stocks
FLBR,2026-07-09,8 (25),-1.00( 0.27),-0.60(-0.38),-1.00( 0.90),0.0014(-0.0019),0.0070(-0.0092),1.0888( -4.0888),-0.02( -0.76),"[6, 21, 2, 17, 15, 16, 23]",Indexes
FLBR,2026-07-09,8 (25),-1.00( 0.27),-0.60(-0.38),-1.00( 0.90),0.0014(-0.0019),0.0070(-0.0092),1.0888( -4.0888),-0.02( -0.76),"[6, 21, 2, 17, 15, 16, 23]",Brazilian Indexes
GGBR3,2026-07-09,1 (29),0.60(-0.70),1.00(-1.10),-1.00( 0.90),0.0015(-0.0016),0.0049(-0.0050),2.2360( -5.3360),-0.04( -0.91),"[0, 0, 1, 29, 27, 23, 21]",All Stocks
GGBR4,2026-07-09,1 (29),-0.80(-0.15),-0.95(-0.03),-1.00( 0.00),0.0019(-0.0022),0.0057(-0.0107),1.5613( -6.4613),-0.05( -0.26),"[6, 25, 1, 6, 29, 24, 9]",All Stocks
GOAU3,2026-07-09,3 (66),-0.46(-0.00),1.00(-1.10),-1.00( 0.90),0.0028(-0.0038),0.0016(-0.0021),-0.6427( -6.1573),-0.21( -0.57),"[0, 0, 3, 0, 63, 0, 34]",All Stocks
GOAU4,2026-07-09,17 (27),-0.60( 0.15),0.33(-1.11),1.00(-2.00),0.0014(-0.0198),-0.0121(-0.0035),1.7859( -6.5859),-0.23( -0.67),"[17, 21, 0, 0, 12, 24, 26]",All Stocks
GOOG,2026-07-09,0 (35),-0.97(-0.00),1.00(-1.10),1.00(-1.10),0.0128(-0.0147),0.0106(-0.0137),5.9182( -9.0182),-0.03( -0.59),"[0, 0, 0, 34, 31, 35, 0]",All Stocks
GOOG,2026-07-09,0 (35),-0.97(-0.00),1.00(-1.10),1.00(-1.10),0.0128(-0.0147),0.0106(-0.0137),5.9182( -9.0182),-0.03( -0.59),"[0, 0, 0, 34, 31, 35, 0]",American stocks
GOOG,2026-07-09,0 (35),-0.97(-0.00),1.00(-1.10),1.00(-1.10),0.0128(-0.0147),0.0106(-0.0137),5.9182( -9.0182),-0.03( -0.59),"[0, 0, 0, 34, 31, 35, 0]",Technology
GOOGL,2026-07-09,0 (0),0.05(-0.36),1.00(-1.10),-1.00( 0.51),0.0052(-0.0053),0.0109(-0.0110),7.5841(-13.1841),-0.27( -0.02),"[0, 0, 0, 0, 0, 0, 0]",All Stocks
GOOGL,2026-07-09,0 (0),0.05(-0.36),1.00(-1.10),-1.00( 0.51),0.0052(-0.0053),0.0109(-0.0110),7.5841(-13.1841),-0.27( -0.02),"[0, 0, 0, 0, 0, 0, 0]",American stocks
GOOGL,2026-07-09,0 (0),0.05(-0.36),1.00(-1.10),-1.00( 0.51),0.0052(-0.0053),0.0109(-0.0110),7.5841(-13.1841),-0.27( -0.02),"[0, 0, 0, 0, 0, 0, 0]",Technology
GS,2026-07-09,45 (90),0.93(-1.03),1.00(-1.10),1.00(-1.10),-0.0052(-0.0009),-0.0020( 0.0016),-1.2302( -4.2698),-0.46(  0.01),"[0, 0, 0, 55, 11, 0, 34]",All Stocks
GS,2026-07-09,45 (90),0.93(-1.03),1.00(-1.10),1.00(-1.10),-0.0052(-0.0009),-0.0020( 0.0016),-1.2302( -4.2698),-0.46(  0.01),"[0, 0, 0, 55, 11, 0, 34]",American stocks
GS,2026-07-09,45 (90),0.93(-1.03),1.00(-1.10),1.00(-1.10),-0.0052(-0.0009),-0.0020( 0.0016),-1.2302( -4.2698),-0.46(  0.01),"[0, 0, 0, 55, 11, 0, 34]",Finance
HSBC,2026-07-09,0 (72),-0.34(-0.04),-0.80(-0.20),1.00(-1.85),0.0021(-0.0022),-0.0021(-0.0009),6.7432(-13.5432),-0.01( -0.97),"[8, 0, 20, 0, 72, 0, 0]",All Stocks
HSBC,2026-07-09,0 (72),-0.34(-0.04),-0.80(-0.20),1.00(-1.85),0.0021(-0.0022),-0.0021(-0.0009),6.7432(-13.5432),-0.01( -0.97),"[8, 0, 20, 0, 72, 0, 0]",American stocks
HSBC,2026-07-09,0 (72),-0.34(-0.04),-0.80(-0.20),1.00(-1.85),0.0021(-0.0022),-0.0021(-0.0009),6.7432(-13.5432),-0.01( -0.97),"[8, 0, 20, 0, 72, 0, 0]",Finance
HYPE3,2026-07-09,87 (62),-0.79( 0.08),-0.99( 0.11),-1.00( 0.90),-0.0054( 0.0047),-0.0034( 0.0018),-2.5990(  1.4990),-0.09( -0.23),"[15, 18, 9, 10, 23, 12, 13]",All Stocks
HYPE3,2026-07-09,87 (62),-0.79( 0.08),-0.99( 0.11),-1.00( 0.90),-0.0054( 0.0047),-0.0034( 0.0018),-2.5990(  1.4990),-0.09( -0.23),"[15, 18, 9, 10, 23, 12, 13]",Stocks to sell
HYPE3,2026-07-09,87 (62),-0.79( 0.08),-0.99( 0.11),-1.00( 0.90),-0.0054( 0.0047),-0.0034( 0.0018),-2.5990(  1.4990),-0.09( -0.23),"[15, 18, 9, 10, 23, 12, 13]",STRONG SELL
INTC,2026-07-09,0 (40),-1.00( 0.06),-1.00(-0.00),-1.00( 0.00),-0.0034(-0.0107),0.0114(-0.0141),-4.0732( -1.0268),-0.25( -0.19),"[0, 36, 0, 40, 0, 0, 25]",All Stocks
INTC,2026-07-09,0 (40),-1.00( 0.06),-1.00(-0.00),-1.00( 0.00),-0.0034(-0.0107),0.0114(-0.0141),-4.0732( -1.0268),-0.25( -0.19),"[0, 36, 0, 40, 0, 0, 25]",American stocks
INTC,2026-07-09,0 (40),-1.00( 0.06),-1.00(-0.00),-1.00( 0.00),-0.0034(-0.0107),0.0114(-0.0141),-4.0732( -1.0268),-0.25( -0.19),"[0, 36, 0, 40, 0, 0, 25]",Technology
IRBR3,2026-07-09,63 (63),-0.92(-0.01),1.00(-1.10),-1.00( 0.90),0.0009(-0.0048),-0.0166( 0.0070),1.3536( -5.6536),-0.25( -0.23),"[0, 0, 0, 16, 63, 17, 4]",All Stocks
IRBR3,2026-07-09,63 (63),-0.92(-0.01),1.00(-1.10),-1.00( 0.90),0.0009(-0.0048),-0.0166( 0.0070),1.3536( -5.6536),-0.25( -0.23),"[0, 0, 0, 16, 63, 17, 4]",Stocks to sell
ITSA3,2026-07-09,0 (45),-0.54(-0.35),0.98(-1.08),-1.00( 0.06),0.0029(-0.0046),0.0076(-0.0142),1.2975( -5.9975),-0.36( -0.02),"[27, 0, 0, 27, 0, 45, 0]",All Stocks
ITSA3,2026-07-09,0 (45),-0.54(-0.35),0.98(-1.08),-1.00( 0.06),0.0029(-0.0046),0.0076(-0.0142),1.2975( -5.9975),-0.36( -0.02),"[27, 0, 0, 27, 0, 45, 0]",Finance
ITSA3,2026-07-09,0 (45),-0.54(-0.35),0.98(-1.08),-1.00( 0.06),0.0029(-0.0046),0.0076(-0.0142),1.2975( -5.9975),-0.36( -0.02),"[27, 0, 0, 27, 0, 45, 0]",Brazilian Finance
ITSA4,2026-07-09,14 (31),-0.36(-0.41),-0.98( 0.03),-1.00(-0.00),0.0060(-0.0097),0.0290(-0.0514),2.1554( -7.5554),-0.03( -0.74),"[5, 14, 4, 0, 21, 31, 25]",All Stocks
ITSA4,2026-07-09,14 (31),-0.36(-0.41),-0.98( 0.03),-1.00(-0.00),0.0060(-0.0097),0.0290(-0.0514),2.1554( -7.5554),-0.03( -0.74),"[5, 14, 4, 0, 21, 31, 25]",Finance
ITSA4,2026-07-09,14 (31),-0.36(-0.41),-0.98( 0.03),-1.00(-0.00),0.0060(-0.0097),0.0290(-0.0514),2.1554( -7.5554),-0.03( -0.74),"[5, 14, 4, 0, 21, 31, 25]",Brazilian Finance
ITUB,2026-07-09,0 (44),-0.72(-0.00),0.99(-1.09),1.00(-1.10),0.0041(-0.0042),0.0068(-0.0106),2.6936( -8.9936),-0.30( -0.10),"[15, 0, 0, 22, 25, 22, 17]",All Stocks
ITUB,2026-07-09,0 (44),-0.72(-0.00),0.99(-1.09),1.00(-1.10),0.0041(-0.0042),0.0068(-0.0106),2.6936( -8.9936),-0.30( -0.10),"[15, 0, 0, 22, 25, 22, 17]",Brazilian biggest stocks
ITUB,2026-07-09,0 (44),-0.72(-0.00),0.99(-1.09),1.00(-1.10),0.0041(-0.0042),0.0068(-0.0106),2.6936( -8.9936),-0.30( -0.10),"[15, 0, 0, 22, 25, 22, 17]",ADRs
ITUB,2026-07-09,0 (44),-0.72(-0.00),0.99(-1.09),1.00(-1.10),0.0041(-0.0042),0.0068(-0.0106),2.6936( -8.9936),-0.30( -0.10),"[15, 0, 0, 22, 25, 22, 17]",Finance
ITUB,2026-07-09,0 (44),-0.72(-0.00),0.99(-1.09),1.00(-1.10),0.0041(-0.0042),0.0068(-0.0106),2.6936( -8.9936),-0.30( -0.10),"[15, 0, 0, 22, 25, 22, 17]",Brazilian Finance
ITUB4,2026-07-09,0 (33),0.40(-0.75),-0.98(-0.01),-1.00( 0.90),0.0064(-0.0071),0.0074(-0.0092),3.1683( -7.3683),-0.35( -0.05),"[0, 13, 0, 26, 16, 33, 12]",All Stocks
ITUB4,2026-07-09,0 (33),0.40(-0.75),-0.98(-0.01),-1.00( 0.90),0.0064(-0.0071),0.0074(-0.0092),3.1683( -7.3683),-0.35( -0.05),"[0, 13, 0, 26, 16, 33, 12]",Brazilian biggest stocks
ITUB4,2026-07-09,0 (33),0.40(-0.75),-0.98(-0.01),-1.00( 0.90),0.0064(-0.0071),0.0074(-0.0092),3.1683( -7.3683),-0.35( -0.05),"[0, 13, 0, 26, 16, 33, 12]",Finance
ITUB4,2026-07-09,0 (33),0.40(-0.75),-0.98(-0.01),-1.00( 0.90),0.0064(-0.0071),0.0074(-0.0092),3.1683( -7.3683),-0.35( -0.05),"[0, 13, 0, 26, 16, 33, 12]",Brazilian Finance
IVVB1,2026-07-09,0 (69),0.58(-0.69),0.80(-0.90),-1.00( 0.90),0.0001(-0.0006),0.0023(-0.0024),3.9241( -6.9241),-0.07( -0.60),"[69, 0, 0, 6, 7, 18, 0]",All Stocks
IVVB1,2026-07-09,0 (69),0.58(-0.69),0.80(-0.90),-1.00( 0.90),0.0001(-0.0006),0.0023(-0.0024),3.9241( -6.9241),-0.07( -0.60),"[69, 0, 0, 6, 7, 18, 0]",Indexes
JNJ,2026-07-09,11 (28),-1.00( 0.01),-0.91( 0.05),1.00(-1.10),0.0006(-0.0011),-0.0025(-0.0006),8.0084(-13.2084),-0.20( -0.14),"[0, 11, 0, 22, 19, 21, 28]",All Stocks
JNJ,2026-07-09,11 (28),-1.00( 0.01),-0.91( 0.05),1.00(-1.10),0.0006(-0.0011),-0.0025(-0.0006),8.0084(-13.2084),-0.20( -0.14),"[0, 11, 0, 22, 19, 21, 28]",American stocks
JNJ,2026-07-09,11 (28),-1.00( 0.01),-0.91( 0.05),1.00(-1.10),0.0006(-0.0011),-0.0025(-0.0006),8.0084(-13.2084),-0.20( -0.14),"[0, 11, 0, 22, 19, 21, 28]",Health
JPM,2026-07-09,0 (75),0.10(-0.34),0.96(-1.06),0.99(-1.92),0.0006(-0.0007),0.0056(-0.0057),3.2980( -8.7980),-0.01( -0.98),"[7, 0, 17, 0, 75, 0, 0]",All Stocks
JPM,2026-07-09,0 (75),0.10(-0.34),0.96(-1.06),0.99(-1.92),0.0006(-0.0007),0.0056(-0.0057),3.2980( -8.7980),-0.01( -0.98),"[7, 0, 17, 0, 75, 0, 0]",American stocks
JPM,2026-07-09,0 (75),0.10(-0.34),0.96(-1.06),0.99(-1.92),0.0006(-0.0007),0.0056(-0.0057),3.2980( -8.7980),-0.01( -0.98),"[7, 0, 17, 0, 75, 0, 0]",Finance
KLBN1,2026-07-09,19 (57),-0.15(-0.49),0.96(-1.06),1.00(-2.00),0.0018(-0.0039),0.0038(-0.0039),1.1886( -3.2886),-0.27(  0.11),"[44, 0, 10, 0, 0, 27, 19]",All Stocks
KLBN3,2026-07-09,38 (47),0.70(-1.45),0.99(-1.09),1.00(-1.10),0.0021(-0.0029),0.0130(-0.0131),-2.8046(  0.7046),-0.35(  0.34),"[34, 20, 0, 9, 0, 26, 11]",All Stocks
KLBN4,2026-07-09,8 (76),0.09(-0.19),-1.00( 0.00),1.00(-1.10),0.0030(-0.0031),0.0047(-0.0048),2.5915( -6.7915),-0.40(  0.04),"[20, 4, 0, 0, 0, 72, 4]",All Stocks
KO,2026-07-09,10 (40),-0.64(-0.06),-0.24(-0.74),-1.00( 0.00),0.0021(-0.0034),-0.0016( 0.0007),6.0869(-11.5869),-0.31( -0.05),"[22, 14, 2, 14, 8, 0, 40]",All Stocks
KO,2026-07-09,10 (40),-0.64(-0.06),-0.24(-0.74),-1.00( 0.00),0.0021(-0.0034),-0.0016( 0.0007),6.0869(-11.5869),-0.31( -0.05),"[22, 14, 2, 14, 8, 0, 40]",American stocks
KO,2026-07-09,10 (40),-0.64(-0.06),-0.24(-0.74),-1.00( 0.00),0.0021(-0.0034),-0.0016( 0.0007),6.0869(-11.5869),-0.31( -0.05),"[22, 14, 2, 14, 8, 0, 40]",Consumer Goods
LEVE3,2026-07-09,0 (46),-0.04(-0.06),1.00(-1.10),1.00(-1.10),0.0000(-0.0004),0.0013(-0.0016),-2.8905( -1.3095),-0.25( -0.01),"[0, 0, 0, 14, 14, 31, 41]",All Stocks
LLY,2026-07-09,0 (58),0.95(-1.05),1.00(-1.10),1.00(-1.10),0.0039(-0.0040),0.0029(-0.0089),5.8738(-12.2738),-0.10( -0.85),"[0, 0, 0, 58, 0, 0, 42]",All Stocks
LLY,2026-07-09,0 (58),0.95(-1.05),1.00(-1.10),1.00(-1.10),0.0039(-0.0040),0.0029(-0.0089),5.8738(-12.2738),-0.10( -0.85),"[0, 0, 0, 58, 0, 0, 42]",American stocks
LLY,2026-07-09,0 (58),0.95(-1.05),1.00(-1.10),1.00(-1.10),0.0039(-0.0040),0.0029(-0.0089),5.8738(-12.2738),-0.10( -0.85),"[0, 0, 0, 58, 0, 0, 42]",Health
MA,2026-07-09,13 (49),0.33(-0.43),0.38(-1.04),1.00(-1.10),-0.0018(-0.0001),0.0127(-0.0128),9.3129(-10.5129),-0.40(  0.02),"[49, 38, 0, 0, 0, 0, 13]",All Stocks
